video_id,title,title_len,desc_len,tags_count,published_hour,published_dayofweek,categoryId,duration_seconds,views,likes,comments
pk4Emhk_P7g,"Belén Jurado - Un Mambo, Tu y Yo",32,572,8,14,4,10,193,247041,1845,86
4P_hyQm2bZA,Big Lois x Las Rodes - Ya No Tengo Nada (Videoclip Oficial) #BarrioTumbao 💿,75,2737,20,19,3,10,162,53262,2076,102
nd7M6E2LUxw,"Beéle, Ovy On The Drums - Mi Refe (Letra/Lyrics)",48,1462,16,13,6,22,160,118455,99,0
SuUpqfrwkv0,Interferencias - MOONLIGHT'S PUPPET (REMIX) feat. Al Safir (Videoclip Oficial),78,111,4,10,4,10,125,359854,8458,255
cfOF_IItxK8,"El Alfa ""El Jefe"" x Myke Towers - SE RIEGA | Video Oficial",58,66,36,18,3,10,160,542487,45621,2228
KFjxMe-w434,CRAZY DESIGN X OMEGA EL FUERTE X DARELL X ALOFOKE MUSIC - DALE PA TI TO,71,139,18,17,1,10,152,1655314,209668,19938
aRF-QHUCblw,"Mengui y Carmelo, Borja Rubio, Alberto Toral, Barroso - INTERESES (Videoclip Oficial)",85,732,19,11,4,10,235,95070,1653,211
PPLdCuw1NN0,Rauw Alejandro - GuabanSexxx (Official Video),45,363,14,0,3,10,171,510079,34617,1548
iNrvxu_kwGA,Viva Suecia - Querer (Video Oficial),36,348,24,22,3,10,206,48038,2579,188
MiFm8hw-IJM,Yandel - Nunca Me Olvides (Letra),33,3115,19,18,1,22,244,542294,1256,2
vZsfZfRo5yo,Dani Mocanu ❌ Florin Cercel - Perdoname | Official Video,56,709,6,9,5,10,176,2875926,54600,1246
v5cZa_-7Uig,"Soge Culebra, Raul Clyde, Juseph, La Pantera, Lucho RK - Party Privado (Videoclip Oficial)",90,1272,25,22,3,10,258,121687,7077,290
RSTdA4QE3lM,JP Fernandez ft 3dnan - BOCAITOS,32,356,0,18,3,10,192,113584,3077,81
JzLs121KypM,Sech - Novio No (Visualizer),28,373,8,0,4,10,169,1438968,19494,649
9ddLRkrX9vg,Rauw Alejandro & Chencho Corleone - Desesperados (Letra/Lyrics),63,3747,20,11,0,22,225,700722,1773,5
rVsEhNoMHGw,Oscar El Ruso x Moncho Chavea - RUBI (Videoclip Oficial),56,760,20,16,4,10,172,88433,1708,1633
tBvq0Dzsk8M,"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona (Letra/Lyrics)",76,3260,21,11,6,10,244,468815,900,3
t_lgdpIbrF0,Cucurella habla de Messi,24,524,25,17,0,22,36,3056069,74283,630
dTkZHvE3nYQ,Barça y su córner inolvidable con  Yamal y Raphinha⚽️🔥,54,61,0,9,2,17,35,5294009,125801,307
#NAME?,#murillo Zion se lo toma TODO enserio 😱😤 #humor #viral,54,0,0,1,0,23,10,19287611,167675,353
_zwvWXpekos,Kimpembe mentality 😤,20,0,0,11,0,17,15,23954293,481682,925
Sj5InRZ74do,La picantes palabras de Topuria a Paddy Pimblett,48,0,0,18,0,22,43,1349227,33149,671
nb4dAm6XhWc,El piloto no rompió ninguna regla de las carreras🏁,51,163,7,2,2,24,24,4450918,75518,88
DIncolGVZ1w,⚽Futbolista favorito de Joaquín 😍,33,3228,16,20,6,17,33,1081258,8228,87
fWLMYwWi3r0,Alcaraz Is So Smooth 😮‍💨,24,1081,34,11,0,17,11,6809952,70931,710
M4lDpVK3bm8,El Real Madrid lo rechazó y ahora es uno de los Mejores del Mundo 😱⚽️ #historiasreales #pedri,93,0,0,18,2,20,61,2148527,0,522
8nUgWBdpjmg,How Many Footballs Can Donnarumma Hold? 🧤,41,117,10,17,3,17,51,25523723,449096,757
2fAEC9BPauQ,Carlos Alcaraz tomó tres decisiones impactantes en las 24 horas posteriores a ganar el US Open#Carlo,100,0,0,8,1,22,60,848064,4500,74
gZuoha7u5VQ,ESTO NO FUE TAN FÁCIL😰⚽️ #futbol,32,0,0,1,1,17,35,11674429,233648,195
9dcyyC15T2U,How did he miss THAT?! 😳,24,1171,16,16,2,17,23,4382974,22610,60
msBukWWWlwg,Resumen Turquía - España (0 - 6) | Clasificación UEFA Copa Mundial,66,232,1,20,6,17,311,724075,9329,1262
0DVoI2Psi2c,Bradley Martyn just SLAPPED another person for snatching his hat 😳. #ufc #bradleymartyn,87,0,0,0,4,17,21,14285385,267691,19791
LJMfwT6h2oA,"Simeone señala las diferencias con el Madrid y el Barça: ""Lamine es.."" | El Partidazo de COPE",93,153,30,0,2,17,29,540086,4606,326
7KMXneXDXdw,Humiliating football skills 😍,29,0,0,6,4,22,22,12918794,113865,234
Cm6xhpmyPBY,"bro, era ramos ☠️☠️☠️",21,286,14,20,4,17,36,2406411,103657,353
5Vrt-5RiDAg,la pura cara de te falta el repeto #respect #soccer #futbol,59,0,0,8,4,17,13,5978660,170794,1426
uA9Zcg3vHvo,I Raced IShowSpeed,18,651,0,20,0,24,47,250713601,5616511,6931
c4MPj5S_uyQ,Never Give Up🔥,14,0,0,12,6,17,28,31158657,337474,2582
PfBpIXnZFvU,A esto le llamo un GOL en defensa 😎⚽ #futbol #soccer #deportes #skills #sports,78,0,0,19,0,17,10,2762833,33423,262
luPTGlWHCr0,The Fat Man Who Broke All the Records #shorts,45,45,0,6,1,24,47,5470786,90217,20
xbm7YLwROt0,No Debió Subestimar al Robot Portero,36,722,14,17,3,24,16,12287325,283686,556
JskWjwoBf1w,oo personeli dovecekti futbolcu?#turkey #football #istanbul #soccer #brazil #funny #fyp #ankara #,97,0,0,10,2,22,12,30020981,244687,4095
QEdqLf8D3c0,¿John Cena reveló el secreto de la WWE?,39,494,0,22,1,24,20,14081618,0,977
-87wqKejE2c,No Debió RETAR a ILIA TOPURIA💀🥊 (Karma Instantáneo) #ufc,56,1519,19,4,1,17,49,1132685,32585,192
2FAixAdzDnw,Which Player Has The Best Pass Ft. Vancouver Whitecaps,54,212,0,18,2,17,20,14248647,200626,133
zU2I1NrxDtk,What a duo! Tom Daley and Matty Lee's last dive at #Tokyo2020 before becoming Olympic champions. 🥇,98,332,18,17,2,17,10,11870570,172028,525
2VzzgYFnXmQ,Así protegen a los niños en el fútbol con goma reciclada,56,1365,0,22,5,24,19,9605366,0,438
YCYUxh5roUU,Nintendo Direct – 12-09-2025,28,2141,33,14,4,20,5791,489044,20903,0
EksasI9fskU,EL NEGOCIO VA EN AUMENTO | Waterpark Simulator #3,49,140,19,16,3,20,1662,1016623,60642,1053
DL4WqdrJHdk,"EL OSCURO PASADO DE ""COSO"" || MARBELLA 3 - DÍA 7 || LOS GAMBINO 🇮🇹",66,520,2,19,3,20,5227,219185,11917,357
tWIEv_aksvo,Nintendo Direct 9.12.2025,25,543,11,14,4,20,3966,4391313,145035,13962
JSQpuCATwg0,"GASTE $35,000 ROBUX ABRIENDO LUCKYBLOCKS EN ROBA UN BRAINROT!💲",62,440,21,17,4,20,1236,1155650,59967,5922
mQ_nlqV4AUg,🔴 NUEVO LABORATORIO (NOS DAN EL SUNRISE) - Marbella,51,169,27,23,4,20,14931,165478,10419,177
oXOunZsESno,Probé 17 SECRETOS OCULTOS que NADIE CONOCE en STEAL A BRAINROT en ROBLOX 😨😈,75,1286,11,19,4,20,1769,925889,21745,1476
ugc-74Blk68,🔥NINTENDO DIRECT REACCIÓN EN DIRECTO! Por fin METROID PRIME 4! Mario Glaxy? Resident Evil? Switch 2!,100,545,22,15,4,20,11557,92872,3791,141
e8n-RuPD53E,Me vuelvo a enfrentar a Elmillor en un torneo de 20.000€,56,984,21,10,4,20,1801,82778,5023,188
iG_2kaF4cDU,Trailer SUPER MARIO GALAXY LA PELÍCULA (2026),45,783,13,13,4,1,51,247015,12647,1001
BR6N_vQY_4w,"Folagor Reacciona MEGA GRENINJA, MEGA DELPHOX, MEGA CHESNAUGHT, MEGA RAICHU Y NUEVO POKÉMON",91,0,0,14,4,20,1739,132712,7449,396
gvRFHTZFkyE,Las NUEVAS GENERACIONES pasan de las CONSOLAS,45,355,2,15,3,20,1154,353893,23680,3289
z2WTXnmOHXk,CONSIGO UN BRAINROT SECRETO CON SUERTE MÁXIMA EN STEAL A BRAINROT,65,3029,28,18,4,24,965,61345,2332,2431
QECo0Go_0v0,Me INFILTRE en un SERVIDOR de MILLONARIOS en Steal a Brainrot,61,283,11,23,3,20,1067,2559775,16569,2193
8ZPyDDvtAjI,INTENTÉ SOBREVIVIR al TSUNAMI MAS GRANDE de GTA 5 Online,56,922,8,17,4,20,1464,177674,9382,273
2tIyzTqk7mQ,JUGUÉ 24 HORAS A STEAL A BRAINROT EN FORTNITE,45,715,38,20,4,20,1903,97589,3993,450
X0YzHOwNFSw,LA CARTA MAS DESAGRADABLE JAMAS CREADA... - BENIJU,50,96,23,17,4,20,1281,245191,12617,224
HL2awjFNQao,Jugamos la TORRE TROLL IMPOSIBLE de Roblox con Mandarina,56,940,0,18,4,20,1232,379904,4522,389
MTYCQyeRLGw,Sobreviviendo en UN BLOQUE de BRAINROT SECRETOS en Minecraft!,61,1027,0,3,4,20,2677,687388,9919,925
TD6Y18ffOy4,Encontré el Brainrot SECRETO PROHIBIDO?! En Steal a Brainrot,60,161,15,1,4,20,1450,631532,10247,971
245fWROBTCw,TORNEO FINAL DEDSAFÍO 2,23,866,6,23,3,20,19989,91727,3526,79
Lxlj0qf0r1Y,Nacho Desapareció y a NADIE le IMPORTÓ...,41,285,25,18,4,20,1268,408341,6039,277
ioD3OPfX_Kw,NUEVAS SKINS OCULTAS *ALGUNAS GRATIS* en BRAWL STARS | SNEAK PEEK,65,587,19,15,3,20,696,205866,8082,460
OV0xaC5e_X4,Compro un RELOJ DE ORO en SCHEDULE 1 #19,40,1178,19,18,4,20,2059,78383,9982,647
5d1PxA4GJ4o,Encontré el NUEVO RITUAL SECRETO OG?! en Steal a Brainrot,57,283,15,19,4,20,1311,835682,6971,496
W1oNsvCF5BU,Con ADMIN ABUSE Robar Brainrots ES MUY FACIL!!!!! 😈,51,643,9,18,3,20,1044,1507689,60270,3027
PxxxIhQpcX0,Hice un VIAJE EN MOTO con Mis Amigos en Minecraft!,50,253,7,18,3,20,1649,1035773,12765,342
9ZpinBNCdsk,LA OSCURA VERDAD DE STEAL A BRAINROT COMPLETO (ROBLOX),54,887,15,21,3,20,1171,1102310,10937,627
SgxZO5gnz24,Caminé 1.000.000 de Bloques en Minecraft!,41,519,11,18,3,20,1388,154312,2210,87
bgXarF_Uq4U,Me Convertí en los SAJA BOYS en Minecraft,41,654,39,18,4,20,1494,240360,2815,148
GtxfKAv8R6o,SUPER VLOG BALI ✈️ MADRID | ALEXANDRA PEREIRA,45,312,48,18,3,22,3059,84435,5357,236
mBuR1_Ctp7s,VLOG 14: llegamos al primer DESTINO✈️ nos han ESTAFADO!😓24 horas de viaje con nosotros! ,88,710,13,12,4,22,2135,63547,2267,247
Sm2XUjpqjIo,business,8,169,11,21,3,24,1258,78292,4919,323
w_EnYObQWkw,🇺🇸 ABRIENDO REGALOS 🤭 cumple de RAFA y nuestro ANIVERSARIO de BODA 💍 Polémica en USA | VLOG,92,1092,9,12,3,22,3572,39990,1808,117
B1Y-9RUhWjQ,Mucho trabajo detrás.... (y RECETAS DE persona VAGA) 💃🏽,55,738,16,18,2,23,3025,43279,3733,205
nfxL1NgfwSU,HOY TERMINA LA OBRA?/ORDEN DE URGENCIA/SIN DINERO/0 PRESTAMOS/CAMBIO DE HÁBITOS/DESAYUNO DE REINAS,98,793,0,10,4,22,3063,20950,1949,133
bv4ctN0pKYc,VLOG⚡️! Muchas COMPRAS Variadas + NOVEDADES MERCADONA😍 COLECCIÓN TERRA!! MiniAD | Carla Wonderland,98,1452,33,16,3,22,1771,28160,2924,95
KVUlyZDcDjI,vlog | ME ESCAPÉ a TAILANDIA… 🇹🇭✈️😳 lo que NADIE esperaba!! y NUEVO edificio de GENTLE MONSTER en 🇰🇷,100,2005,0,17,6,22,5327,163501,9398,1385
cS5Z3BVZXdQ,VLOG: Mi primera semana de universidad en Estados Unidos 🇺🇸,59,233,9,16,6,22,1240,70547,3453,63
BcSoROjXS1A,Llega mi madre a Bélgica ¿nos parecemos? 👀 le preparo su cuarto 💫 vamos a muchas tiendas de compras,99,1010,0,19,3,24,1748,18529,2359,286
fIGaeBGnBao,"un finde de AMOR 🤍 boda, os cuento cosa de la mia, reflexiones y un mini GRWM. ",79,582,0,16,2,22,2179,24046,1068,41
H5RcLrjFVHE,Vlog 199: ¿Cuánto me ha costado el Material escolar para mis 9 hijos?,69,101,0,13,3,22,1190,18845,1146,67
7RT-SEpdeTQ,¡ADIÓS PLANCHA! 👩🏻‍🦱 7 DÍAS CON EL MÉTODO CURLY #1,50,2545,31,18,2,26,1868,32367,2624,169
7c20HcsiwR8,"hola septiembre, welcome back",29,396,12,7,6,26,2649,41470,2090,224
uDPS66-Tpe4,montaña rusa de emociones 📈📉 + nueva burger NEGRA!! 🍔😱,54,491,18,18,6,24,3476,31541,1593,116
eKzGNUKROTM,📹Vlog Empiezo la dieta + recetas FACILES + adelanto NUEVA colección de MERCADONA 💖,82,1482,31,17,6,26,3647,26431,3410,436
2tqDrOom4Ek,CLIENTA ENOJADA POR NO SUBIR SU PEDIDO,38,33,0,22,0,24,52,4080061,204493,3580
yWaYYuGuf24,"UN VLOG MUY COMPLETO!!!!!!MAXI,TEDI,PISCINA Y MUCHO MÁS!!!!!",60,186,10,17,0,26,1372,18341,2582,223
m-nwX_QO6AM,"🙌🏼AVANCES DESPUÉS DE LA MUDANZA!! EN EL PISO NUEVO!! Habitaciones, camas, stor y tocador!!🛏️",92,1090,0,13,2,22,662,18520,2509,454
wgcixPEa_X8,"🌟 una semana *intentando* volver a la rutina 🏠actualización de la casa, haul de la compra & deporte!",100,525,24,16,0,24,2389,23703,1228,63
Dzl1657qu7M,"Así me compraré Mi Casa en Galicia, 🇪🇸. Todo lo que tienes que saber…",69,377,23,19,6,22,1244,129049,8715,667
9dH49LsHt_s,"REGRESO a la REALIDAD 😅 rutina, compras y volver a COMER BIEN...",64,2924,23,13,6,26,1146,31363,3273,171
mJ-9leq1164,LE PINTÉ EL CUARTO A MI BEBÉ 🙈🎨🩵,32,833,33,19,6,24,881,341040,12654,325
HCUJGZ-n_TY,"trabajé en cruceros 9 años, me ascendieron, y renuncié.",55,687,0,20,2,22,1483,110762,9591,1179
nsfcPd_wiiE,mi vida no siempre es instagrameable...,39,1123,14,17,3,22,1031,13060,788,28
stj18Up_6oM,❤️ACLARO LO DE MI HIJA Y PREGUNTAS QUE SE REPITEN‼️VUELVO RENOVADA PARA LA NUEVA TEMPORADA🍂🍄‍🟫,94,391,33,14,6,24,1241,16128,2247,170
PFJvNIYBa64,Mi compra mensual 🍎y cocina conmigo | Monica Vizuete,52,1900,14,13,6,24,1716,17464,3626,740
bfUkhf5bSjU,LO VOY a PASAR muy MAL... | PREPARANDO la BOLSA para las PRÁCTICAS |  haul SHEIN OTOÑO,86,1216,0,14,6,22,1445,16746,2107,141
eUF87UNMIEA,SHANGHAI NO ES PARA NOSOTROS | Jabiertzo,40,963,32,15,6,22,1529,118794,9660,418
6_VLSF1y4ZY,Final del verano y una semana en la playa,41,222,0,15,0,22,1514,75918,2801,185
CIlxlvW1nxY,自宅出産をしたのだが、何故か泣かない赤ちゃんを義母が逆さに持ち…【感動】,36,0,11,12,2,26,52,6264944,131404,1023
A_7LCSIl064,燃堂は顔を除けばいろいろといい子です #anime #斉木楠雄のψ難 #saikikusuo #shorts,54,0,0,8,1,22,60,6086195,121211,411
Pnsa0hM0tv0,🤣【スカッと迷言集】不登校になった私を助けてくれた弟【2ch風創作】,34,0,0,3,6,24,59,7863376,187281,206
b0VkHvlO8Xw,「あんた…ズボンを履いとくれ」#映画シティーハンター #シティーハンター #CITYHUNTER #鈴木亮平 #冴羽獠,59,523,0,23,4,1,61,11360158,135404,1083
3WyyWg8s8cA,誰彼かまわず因縁をつけてはいけない理由,19,373,0,23,0,22,60,5014506,60467,312
6O5WmfyhHC0,泰造が天才だと分かる瞬間w#プチ知識 #面白集 #面白い #shorts,36,0,0,7,2,22,59,3869877,35905,194
wz8VNa4E52I,アニメのコンプライアンスチェックが面白すぎるw ② #月曜から夜ふかし #マツコ #神回,44,0,0,10,1,20,60,5182956,109691,614
3HxfCOwF06E,彼は狂った技を使った 🤯 #アニメ,17,0,0,20,0,22,39,5105595,79298,682
7QTZ5u04x4g,大手法律事務所に就職した70歳女性の正体,20,47,0,8,4,22,126,10757333,200453,1208
i2A84D-ip6A,衝突に愛を込めて　#tiktok #tiktokvideo #youtube #shorts #youtubeshorts #おすすめ #おもしろ #面白い #アニメ #作画 #すごい #草,95,0,0,10,1,22,33,4496560,97341,1260
O-3yjxZJItY,彼は彼女が一人だと思っていた 🤯 #アニメ,21,0,0,22,5,1,37,7252394,122325,370
ekzym32d4ls,医師は彼女の子供を救ったが、彼女は彼を訴えるつもりだ#clips #highlights,44,0,0,8,1,22,60,3722684,56418,399
6Ks6Mq9gVe0,どんな薬が人を中毒にさせるというのか？？,20,202,0,10,2,22,49,2845956,32249,195
b8JLBq7MSAQ,闇を潜り抜けて #ヤクザと家族 #映画 #movie #shorts,34,34,0,11,6,1,55,5119313,45590,171
xjaM8IBMDBM,【クレしん】かくれんぼ上手なしんちゃん#shorts,27,31,0,9,4,1,59,1964052,34851,85
E5NMJJzgLxo,【神回】地元の子供しか知らんw この遊具、どうやって遊ぶの？  #月曜から夜ふかし #夜更かし #切り抜き #爆笑 #爆笑シーン #お笑い #shorts,77,0,0,13,1,22,58,15172322,264890,2401
s4S9U5LK2dM,義勇以外の柱だった場合のねずこが生き残れる確率8選！#shorts #鬼滅の刃 #きめつのやいば,48,0,0,8,2,22,43,3004216,54233,358
cqXI3fcRCIE,おじいちゃんと外祖父の戦い#music #クレヨンしんちゃん #コントチャンネル #コント #アニメ #面白い #funny #animation,73,13,0,7,1,22,56,3599778,61460,124
8OTLCgnVKFA,「職場の駆け引きにおける名場面、皆さんは自身の潔白を証明してください。」,36,153,0,11,1,22,60,3200556,33563,233
_osirWLu-Gk,お菓子を食べると歯がない世界に！？→何を言ってるのかわからず...,33,0,0,9,0,24,60,4619007,102161,136
0ns2xH_12wM,【アニメ】信じられない量のピザポテトが届いた話 #ゆるかい #犬養 #日常,37,23,11,10,2,24,38,2711568,73934,440
PpwxgzCkxzM,「科学の希望、静かに息絶えたべガパンク」#ワンピース #onepiece #ワンピース面白いシーン #ワンピース感動シーン #ワンピース最新話,71,0,0,9,3,22,37,1886255,29898,392
CK_OM2oIIBE,【ネタ】反抗期が強すぎて草【爆笑】,17,163,0,9,3,20,14,2325502,35330,310
Xo7Ew5yapD8,昼時は戦場の食堂,8,64,0,9,4,23,11,1539899,39304,228
Z08F-ofQ7_M,高校生活での笑い死ぬ瞬間www    #青春 #高校生,27,0,0,4,2,23,48,2510508,33297,94
kOosVIMpSOg,ランボーが100対1で勝つ方法,15,60,0,10,2,22,74,2083125,38093,255
vcHueOsLSRw,彼は本来、わずか6000万だけで済んだはずだ。#アウトレイジ,30,254,0,9,6,22,60,4503639,22501,154
Yb3W-ZBsYbQ,Avengers: Endgame#shorts,24,0,0,2,2,22,55,2397614,47045,220
uBIp2-IkfzE,童磨の映画写真を描いてみた#イラスト #anime #鬼滅の刃 #art #procreate #童磨,51,0,0,4,2,22,30,2924208,72783,433
nbaJCDoe2mA,【2ch 感動】ボロボロのお守り#2ch,20,0,0,9,3,22,60,1514374,29735,208
YddWEjsBNkc,世界最速 バイク 加速,11,0,0,8,0,24,38,2356468,14483,143
8R6F20ChAN4,立体駐車場で無人のウルスが事故られて500万の修理代に #りっきー社長 #ランボルギーニ,44,0,0,12,2,22,61,1215695,2592,203
TUK137dVE-8,Conflit fou : un conducteur descend de sa voiture face à un bus ! #roadrage,75,0,0,16,4,19,54,88783064,1371173,16159
SSyUwn5aynU,買わない方がいい！？絶望的に運転の疲れる車5選 #車好き #ドライブ #高級車 #車 #疲れる #トヨタ,52,13,0,9,5,2,60,2292080,4304,173
OURz8cM54rg,パンクしても走り続ける？驚異の自己修復タイヤ！,23,58,4,1,6,27,55,1582976,11721,406
53BN0ItKhLE,アウディR8 対 ランボルギーニ・ウルス @unemployedexotics,39,94,0,11,0,22,43,850896,7624,234
OxHBAsXRKMA,セーフティカーでドリフトするレベチなF1 #shorts,28,31,0,13,2,24,15,2702275,21865,180
g1Jv0QniP-U,Motorcycle Gang Teaches a Spoiled Couple Some Respect #kindness #gratitude #humanity,84,0,10,15,1,15,32,71912444,683620,5593
PQznauEL0JA,エンジントラブル,8,0,0,23,2,22,58,2290979,56276,106
H0LlIz66tnM,R35の心臓と脳を移植したR32,16,561,5,12,6,2,61,789981,10469,329
i58zUOrvIKk,㊗️100万再生！！クラウンがパトカーとして採用されるワケ#クラウン#パトカー#車の雑学,44,0,0,8,4,22,61,1254070,4127,176
zm4nJOVAtR0,Cute Rider's beside you🤭 #viral #funny #motovlog #trending #top #motorcycle #bike #bikelover #shorts,100,0,0,16,3,22,19,3041761,26362,135
QTrDhripD4A,㊗️300万再生！トヨタの最高級車を韓国がパクリだと騒いだ末路に世界が絶句した理由,41,152,0,8,6,22,59,3310679,27970,1372
_hmO7P7ivKw,【ハイエースって...】#ハイエース #ハイエースカスタム #hiace #toyota #ワンボックス #カスタム #車好き #車中泊 #車好きと繋がりたい #愛車紹介,85,0,0,8,2,2,30,1490122,2242,57
9l6HlZpuuLs,車好きな私と一緒にいると、こうなる！  #ジムニー #車 #jimny #カスタムカー,43,0,0,10,3,22,61,413691,6770,472
5g0ERJOOBJ8,【超スカッと】煽ってきた残クレアルファードまさかのプリウスミサイルで成敗🤣🤣🤣#shorts,46,382,50,7,1,20,36,7245088,14795,271
kHbvRhau6i8,初見では分からないジムニーの仕様　#shorts,24,582,12,10,2,2,59,1330351,4036,72
kaRCS-OusIU,キャブ車に乗る彼女ってあり？なし？#フェアレディz #s30z #いいね #日常 #往年の名車 #車好き #クラシックカー #悪魔の姉妹,68,0,0,12,4,2,48,755031,4414,129
f_aoyw3_Ob4,Where do you put your wheel nuts!? #shorts,42,0,0,14,0,2,10,1687445,15786,79
pcnWncCY0Q8,High endAtmosphereUpscale #CarDoorAnticollision Strip Recommended 😱😱🚘,69,580,1,9,5,22,10,11190851,18997,85
10Cu81W-t0E,Absolute idiot drives away with boot on his wheel,49,0,0,5,5,22,21,16846741,149787,8587
uP9YHoNOTCo,努力は報われるか？愛知県警・女性白バイ隊員 The amazing riding skills of Japanese female police motorcycle officers,93,30,11,11,6,2,62,2717061,11556,424
DsH6IGcEzAI,AT車の間違った知識,10,170,22,10,1,2,65,245178,2011,108
yy-3Ymj_EQ0,Truck Big Hole Tyre crossing #automobile #dieselengine #dieselpower #mechanic #truck #offroad #4x4,98,0,0,1,2,2,19,24001874,414604,741
X4JjwkAHpX8,ボロ型落ち外車が1850万円で落札された理由,22,166,11,12,2,2,39,311812,2716,88
NHtRcXepwYU,嫌な事件だったね #shorts #トヨタ #ホンダ #日産,30,0,15,11,3,22,20,217170,2800,172
Ed6fVWzCVcc,車を真っ二つに切った男の挑戦,14,186,0,2,4,10,48,3130791,0,379
zHPqqFW71Eo,師匠が試乗辞退…1580ccでもついていけない昭和の爆速250ccの世界【まさかの大物俳優・西村和彦さん出演】,55,2399,15,8,4,24,1812,584312,7331,512
fm13rKvlT9A,Forest Harvester: built to handle the toughest logging jobs,59,593,0,5,1,25,11,7814390,31926,239
JKPzBg3WL6A,R33 GT-R Wagon Build,20,136,0,15,3,2,39,846119,5301,205
H56XUMPWUVY,HANA / BAD LOVE -Music Video-,29,4267,16,9,0,10,243,5414478,179336,11277
C-CYwNz3z8w,DECO*27 - モニタリング (Best Friend Remix) feat. 初音ミク,47,1443,0,10,4,10,183,9884578,561161,16699
UJgPpzZcxGU,Fujii Kaze - Prema [Official video],35,3061,0,4,4,10,274,4057448,133663,7837
tNrNzF6xVN8,Snow Man 'カリスマックス' Dance Practice,33,1245,20,8,0,10,196,6418788,175110,15808
_cf4UTe1qrY,＝LOVE（イコールラブ）/ 19th Single『ラブソングに襲われる』【MV full】,47,4013,34,9,5,10,227,3112992,66523,7133
Jjojd47bu-s,Mrs. GREEN APPLE presents『CEREMONY』 [Mrs. GREEN APPLE / ケセラセラ],62,812,0,8,1,10,308,978153,40081,1111
4mPtFbzszCk,【MV】CUTIE STREET『かわいいさがしてくれますか？』,32,4898,16,12,5,24,211,1340806,40330,4190
5oQVTnq-UKk,aespa 에스파 'Rich Man' MV,23,539,16,4,4,10,210,28672662,771132,29462
gZNQs3jA7aE,TREASURE - ‘PARADISE’ M/V,25,1476,54,9,0,24,184,48445829,292432,119175
XMKwc6RiAn8,RIP SLYME - One / THE FIRST TAKE,32,2811,14,13,2,10,327,1507659,39038,3599
PRAKebEIdac,SO BAD,6,282,3,15,3,10,240,1022863,22833,1106
cf2krp4Gl9E,Casket Girl,11,476,6,4,4,10,246,820165,16177,357
wQQtS4vr5mY,B級／covered by 戌亥とこ,18,388,18,12,1,10,198,663626,47834,594
SXDGRnNuiIc,Aぇ! group -「常夜灯」from「Aぇ! group LIVE TOUR 2025 D.N.A」2025.3.26 横浜アリーナ公演,70,1573,21,13,6,24,239,527530,29067,5459
O7-0WvsNFiA,I Need U Back,13,410,6,4,4,10,187,651453,11873,364
XLD6CBji5kY,初星学園 「ナイワ」Lyric Video (HATSUBOSHI GAKUEN - NAIWA),49,1232,8,13,2,10,187,433626,22224,1019
pbZ6Rn0qUfA,SKY-HI / At The Last -from THE LAST PIECE-,42,1922,64,10,6,10,224,550689,23762,1080
DdP0CsOuI2E,miwa『ヒカリヘ』×ドラマ『リッチマン、プアウーマン』Special Music Video,47,1345,11,12,0,10,295,556220,15890,566
078bfJD5TSw,HANA / Tiger -1st FANMEETING『HANA with HONEYs』 Live Performance-,64,622,19,8,3,10,293,2581484,92659,4458
Mqiq05tK9pE,BE:FIRST / Secret Garden -from THE LAST PIECE-,46,2046,52,13,0,10,224,1166994,43077,1882
yDn-kWG4_NI,GReeeeN（GRe4N BOYZ）/「愛唄」,24,1370,19,11,4,10,238,1079316,10349,381
Ep2YT4w26u8,ZOCX 戦慄かなの『moreきゅん奴隷』Music Video,32,414,24,9,1,10,220,336557,36908,1071
lGIsXwJWBjQ,シビルアイ,5,215,4,10,2,10,179,284541,14418,0
PBbiXhdUapM,King & Prince LIVE TOUR 24-25 ～Re:ERA～ in DOME Digest,53,1930,19,11,4,24,322,271639,24842,2229
cr5FkeMj8kU,【主題歌MV】 映画『国宝』｜主題歌「Luminance」原摩利彦 feat. 井口 理（King Gnu）,54,948,32,3,5,10,279,4017488,49315,1282
ZkyFOuvLwT8,【MV】Creepy Nuts - ちゅだい,22,3177,19,13,4,10,103,240886,21226,1036
tl2luF-JRlU,CHAEYOUNG “SHOOT (Firecracker)” M/V,35,709,8,3,4,10,182,1116073,199172,21930
HnYtDIW7elY,ZEROBASEONE (제로베이스원) 'ICONIK' MV,32,272,27,9,0,10,194,50958166,187712,27906
kBZbpvprHwc,ピーナッツくん - Stop Motion feat. 魔界ノりりむ (Official Music Video),57,1055,9,12,6,23,210,1263538,63087,1640
RME5gMjcmug,SixTONES – Stargaze -Making×Lyric Video-,40,1442,15,13,3,10,243,218046,28419,1829
fltshMuCCjQ,自分に代打が出されたことに困惑する大谷が面白すぎる!! #野球 #メジャーリーグ,43,0,0,9,0,22,20,11339659,105684,408
WjAROOvF7pA,ボールさえ上手く蹴ると8億5千万円,17,2,0,2,2,22,27,5004807,45417,647
jYslBJVO1x4,勝てそうなった瞬間ズルするw,14,0,0,9,0,22,14,6427307,66418,631
0blkQr6pTkM,大谷がファンを奪う方法,11,0,0,1,4,1,60,2201953,54203,429
7H4Jrqqoo_M,スピード、ボグバにサッカーでコテンパンにされ激怒！？圧倒的な実力差！！,35,76,14,3,3,24,44,2588317,54700,352
